iter,PID,start,end,instance,activation
0,3642,1746.994902408,1746.994970831,154,1
1,3642,1747.094906114,1747.095002690,155,1
2,3642,1747.194907627,1747.195006087,156,1
3,3642,1747.294924178,1747.294994908,157,1
4,3642,1747.394901845,1747.395002344,158,1
5,3642,1747.494908165,1747.495010895,159,1
6,3642,1747.594901023,1747.594969446,160,1
7,3642,1747.694907766,1747.695014227,161,1
8,3642,1747.794907855,1747.794976931,162,1
9,3642,1747.894903867,1747.895003174,163,1
10,3642,1747.994907495,1747.995010648,164,1
11,3642,1748.094919968,1748.095029890,165,1
12,3642,1748.194904250,1748.195020787,166,1
13,3642,1748.294906416,1748.294977915,167,1
14,3642,1748.394900312,1748.394967427,168,1
15,3642,1748.495079784,1748.495139898,169,1
16,3642,1748.594901758,1748.594966949,170,1
17,3642,1748.694904538,1748.695014652,171,1
18,3642,1748.794904165,1748.794968625,172,1
19,3642,1748.894904368,1748.894973829,173,1
20,3642,1748.994908994,1748.994977532,174,1
21,3642,1749.094914890,1749.094984851,175,1
22,3642,1749.194926555,1749.195010169,176,1
23,3642,1749.294905989,1749.295242486,177,1
24,3642,1749.394906500,1749.395020845,178,1
25,3642,1749.494910049,1749.494977395,179,1
26,3642,1749.594897482,1749.595019481,180,1
27,3642,1749.694902569,1749.694969223,181,1
28,3642,1749.794901156,1749.794962233,182,1
29,3642,1749.894907551,1749.894979166,183,1
30,3642,1749.994901600,1749.994964676,184,1
31,3642,1750.094908917,1750.095002724,185,1
32,3642,1750.194900658,1750.195004773,186,1
33,3642,1750.294907361,1750.294969975,187,1
34,3642,1750.394908255,1750.394968139,188,1
35,3642,1750.494897149,1750.494999187,189,1
36,3642,1750.594878620,1750.594936927,190,1
37,3642,1750.694896975,1750.694953821,191,1
38,3642,1750.794910523,1750.794971330,192,1
39,3642,1750.894901186,1750.894963262,193,1
40,3642,1750.995178269,1750.995241846,194,1
41,3642,1751.094940896,1751.095034972,195,1
42,3642,1751.194903175,1751.195008866,196,1
43,3642,1751.294907107,1751.294972606,197,1
44,3642,1751.394903808,1751.395010230,198,1
45,3642,1751.494948855,1751.495049854,199,1
46,3642,1751.594908863,1751.594985247,200,1
47,3642,1751.694906025,1751.694972717,201,1
48,3642,1751.794903610,1751.795014532,202,1
49,3642,1751.894900157,1751.895001887,203,1
50,3642,1751.994897281,1751.995245623,204,1
51,3642,1752.094897135,1752.094960711,205,1
52,3642,1752.194906797,1752.194972565,206,1
53,3642,1752.294912920,1752.294976843,207,1
54,3642,1752.394901851,1752.394963082,208,1
55,3642,1752.494913897,1752.494975858,209,1
56,3642,1752.594900058,1752.594960712,210,1
57,3642,1752.694912796,1752.694976411,211,1
58,3642,1752.794898919,1752.794997995,212,1
59,3642,1752.894901580,1752.895002617,213,1
60,3642,1752.994899587,1752.994964240,214,1
61,3642,1753.094901479,1753.094966094,215,1
62,3642,1753.194908563,1753.195017793,216,1
63,3642,1753.294908839,1753.294978608,217,1
64,3642,1753.394908154,1753.394970884,218,1
65,3642,1753.494903507,1753.494963852,219,1
66,3642,1753.594897359,1753.594959397,220,1
67,3642,1753.694881289,1753.694939480,221,1
68,3642,1753.794908102,1753.795011255,222,1
69,3642,1753.894907762,1753.894976300,223,1
70,3642,1753.994909115,1753.995003306,224,1
71,3642,1754.094900659,1754.094960236,225,1
72,3642,1754.194907858,1754.195007472,226,1
73,3642,1754.294897133,1754.294964902,227,1
74,3642,1754.394898524,1754.394966947,228,1
75,3642,1754.494900991,1754.494972990,229,1
76,3642,1754.594895496,1754.594986534,230,1
77,3642,1754.694903655,1754.694971809,231,1
78,3642,1754.794903468,1754.794974775,232,1
79,3642,1754.894899589,1754.894978242,233,1
80,3642,1754.994907286,1754.994974632,234,1
81,3642,1755.094906945,1755.095058944,235,1
82,3642,1755.194896912,1755.194964796,236,1
83,3642,1755.294900956,1755.295009609,237,1
84,3642,1755.394905384,1755.395007768,238,1
85,3642,1755.494907235,1755.494973042,239,1
86,3642,1755.594901124,1755.594998008,240,1
87,3642,1755.694906013,1755.694965704,241,1
88,3642,1755.794903632,1755.795001247,242,1
89,3642,1755.894901675,1755.894998751,243,1
90,3642,1755.994945410,1755.995003794,244,1
91,3642,1756.094930068,1756.095031259,245,1
92,3642,1756.194906572,1756.195032917,246,1
93,3642,1756.294905692,1756.294973576,247,1
94,3642,1756.394905927,1756.394970926,248,1
95,3642,1756.494906431,1756.494975892,249,1
96,3642,1756.594905280,1756.594973741,250,1
97,3642,1756.694902822,1756.694968244,251,1
98,3642,1756.794902787,1756.794967978,252,1
99,3642,1756.894889059,1756.894957713,253,1
100,3642,1756.994901909,1756.994915601,253,0
101,3642,1757.094903143,1757.094992642,254,1
102,3642,1757.194904761,1757.194972184,256,1
103,3642,1757.294916342,1757.294982456,257,1
104,3642,1757.394905691,1757.394974267,258,1
105,3642,1757.494907540,1757.494976501,259,1
106,3642,1757.594904965,1757.594995734,260,1
107,3642,1757.694905391,1757.694973044,261,1
108,3642,1757.794913816,1757.794983777,262,1
109,3642,1757.894902434,1757.895001125,263,1
110,3642,1757.994901436,1757.995001858,264,1
111,3642,1758.094906631,1758.095008976,265,1
112,3642,1758.194902864,1758.195002402,266,1
113,3642,1758.294905136,1758.295026288,267,1
114,3642,1758.394904561,1758.394970560,268,1
115,3642,1758.494942716,1758.495008023,269,1
116,3642,1758.594899449,1758.595002063,270,1
117,3642,1758.694962488,1758.695063602,271,1
118,3642,1758.794904336,1758.794973028,272,1
119,3642,1758.894905607,1758.895010913,273,1
120,3642,1758.994906147,1758.995030722,274,1
