1908.3152679,1908.722725316,148,0.4074574159999429
1908.515267582,1908.822659656,150,0.3073920740000631
1908.615262038,1908.922742382,151,0.3074803439999414
1908.715268609,1909.022715492,152,0.30744688300001144
1908.815269411,1909.122662716,153,0.30739330500000506
1908.915262367,1909.222770828,154,0.3075084609999976
1909.015282554,1909.322771399,155,0.3074888450000799
1909.115256818,1909.422663471,156,0.30740665300004366
1909.215267851,1909.522865892,157,0.30759804100011934
1909.315276807,1909.622748694,158,0.3074718870000197
1909.51526376,1909.822802417,160,0.30753865700012284
1909.715358599,1910.022701407,162,0.3073428080001577
1909.915283243,1910.222661475,164,0.3073782320000191
1910.115278273,1910.422696699,166,0.30741842599991287
1910.215258115,1910.522682004,167,0.30742388899989237
1910.315258688,1910.622662269,168,0.30740358100001686
1910.415342993,1910.722809576,169,0.30746658299995033
1910.515261297,1910.822663494,170,0.3074021969998739
1910.715270522,1911.022702719,172,0.30743219700002555
1910.815277442,1911.1226696,173,0.30739215800008424
1910.915322516,1911.222672559,174,0.3073500430000422
1911.015263436,1911.32294706,175,0.30768362399999205
1911.215261506,1911.522662822,177,0.3074013160000959
1911.315264773,1911.622662743,178,0.3073979700000109
1911.415294579,1911.722658818,179,0.30736423899998044
1911.5152935,1911.822663778,180,0.3073702780000076
1911.615256883,1911.922665314,181,0.30740843099988524
1911.71528865,1912.022659197,182,0.3073705469998913
1911.815256494,1912.122662503,183,0.30740600899980564
1911.915263493,1912.222695809,184,0.30743231599990395
1912.015292683,1912.322654192,185,0.30736150899997483
1912.115258604,1912.422663384,186,0.3074047800000699
1912.215257256,1912.522668614,187,0.30741135799985386
1912.315289063,1912.622679075,188,0.3073900120000417
1912.415346486,1912.722651766,189,0.3073052799998095
1912.515375024,1912.822655381,190,0.3072803570000815
1912.615297599,1912.922660919,191,0.30736331999992217
1912.715317945,1913.022668572,192,0.30735062700000526
1912.815277367,1913.122745611,193,0.30746824400011974
1912.915346521,1913.222661917,194,0.3073153960001491
1913.01534879,1913.322717263,195,0.3073684729999968
1913.115279904,1913.422667994,196,0.30738808999990397
1913.215257672,1913.522924613,197,0.3076669409999795
1913.315257864,1913.622654995,198,0.3073971310000161
1913.415268057,1913.722669496,199,0.307401438999932
1913.515297673,1913.822730459,200,0.30743278599993573
1913.615265981,1913.922700651,201,0.30743467000002056
1913.715267136,1914.022773268,202,0.3075061320000714
1913.815307367,1914.122663152,203,0.307355785000027
1913.91525856,1914.22273073,204,0.3074721699999827
1914.015339138,1914.322656153,205,0.3073170150000806
1914.115261638,1914.422725964,206,0.3074643259999448
1914.215357832,1914.522665465,207,0.3073076329999367
1914.31529264,1914.622668005,208,0.3073753649998707
1914.41540145,1914.722664737,209,0.3072632870000689
1914.515306797,1914.822669316,210,0.30736251899998024
1914.615258337,1914.922683241,211,0.3074249040000723
1914.715304954,1915.022767206,212,0.3074622520000503
1914.815253302,1915.122651667,213,0.30739836499992634
1914.915255342,1915.222891672,214,0.30763633000015034
1915.015273729,1915.322753519,215,0.30747978999988845
1915.115289308,1915.422667021,216,0.3073777130000508
1915.215274732,1915.522663716,217,0.30738898399999925
1915.315253926,1915.622659527,218,0.3074056010000277
1915.415262006,1915.722657337,219,0.3073953310001798
1915.515262048,1915.822646378,220,0.3073843299998771
1915.615535246,1915.92265242,221,0.3071171740000409
1915.715257554,1916.022713001,222,0.3074554470001658
1915.915374253,1916.222660967,224,0.3072867139999289
1916.01530364,1916.322654778,225,0.3073511380000582
1916.115286373,1916.422709745,226,0.30742337200013026
1916.215364147,1916.522965406,227,0.3076012589999664
1916.315264841,1916.622664483,228,0.307399642000064
1916.41526996,1916.722671795,229,0.30740183500006424
1916.515255388,1916.8226953,230,0.3074399120000635
1916.6152827,1916.92265388,231,0.3073711800000183
1916.71533132,1917.023175545,232,0.3078442250000535
1916.815331093,1917.122704235,233,0.30737314199996035
1916.915270289,1917.222662047,234,0.3073917579999943
1917.015255101,1917.322665705,235,0.30741060399986964
1917.115346875,1917.422659979,236,0.30731310400005896
1917.215332302,1917.522686331,237,0.3073540289999528
1917.315336691,1917.622706145,238,0.30736945399985416
1917.41526135,1917.722666419,239,0.30740506899996944
1917.515365779,1917.822655347,240,0.3072895679999874
1917.61527186,1917.922662006,241,0.3073901460002162
1917.715446483,1918.022750359,242,0.3073038759998781
1917.815305295,1918.122660709,243,0.30735541400008515
1917.915254145,1918.22309122,244,0.30783707499995216
1918.015257305,1918.322823914,245,0.307566609000105
1918.115268272,1918.422654957,246,0.3073866849999831
1918.215277508,1918.52275385,247,0.30747634199997265
1918.315252552,1918.622779203,248,0.3075266509999892
1918.415269174,1918.722663554,249,0.3073943800000052
1918.51526618,1918.822664137,250,0.307397956999921
1918.615266687,1918.922663529,251,0.30739684199988915
1918.715255962,1919.022662574,252,0.3074066120000225
1918.815268777,1919.122659465,253,0.3073906879999413
1918.915256475,1919.222661433,254,0.30740495800000645
1919.015257713,1919.322657363,255,0.3073996499999794
1919.115273681,1919.422646986,256,0.30737330500005555
1919.215265264,1919.522663301,257,0.30739803699998447
1919.315302002,1919.622860657,258,0.3075586550000935
1919.415260586,1919.72265724,259,0.30739665400005833
1919.515270248,1919.822651863,260,0.3073816149999402
1919.615264679,1919.922663217,261,0.30739853800014316
1919.715297764,1920.022754533,262,0.30745676899982755
1919.815332349,1920.122666501,263,0.3073341519998394
1919.915263856,1920.222706317,264,0.30744246100016426
1920.01526171,1920.322661901,265,0.3074001909999424
1920.115261448,1920.422737642,266,0.3074761939999462
1920.215302264,1920.522657458,267,0.3073551939999106
