ts,state,center_offset,res_t,instance
13992.023710762,Normal,-1.5242391544636293,22.652999877929688,429
13992.22899325,Normal,-1.5242391544636293,23.89900016784668,431
13992.431366655,Normal,-1.502238662796295,23.33099937438965,433
13992.727340391,Normal,-1.345802734430273,22.915000915527344,436
13993.026423869,Normal,-0.9844170864018946,33.367000579833984,439
13993.224780805,Normal,-1.0647384655397751,22.83099937438965,441
13993.429930681,Normal,-1.0560894848449165,33.36399841308594,443
13993.730619863,Normal,-0.9274939352901505,22.905000686645508,446
13993.934624714,Normal,-0.9901676625703377,21.749000549316406,448
13994.14372876,Normal,-0.9607190015816256,33.48899841308594,450
13994.337411082,Normal,-0.9996744470076223,20.76300048828125,452
13994.627932518,Normal,-0.9557039290491632,30.368000030517578,455
13994.937764496,Normal,-0.7832458107133419,27.658000946044922,458
13995.122486474,Normal,-0.5682411459934955,18.16900062561035,460
13995.420597411,Normal,-0.48299585919549964,16.85300064086914,463
13995.625108003,Normal,-0.454845028553681,17.476999282836914,465
13995.824175069,Normal,-0.22292599668949048,27.415000915527344,467
13996.122821611,Normal,-0.22649724060129275,17.54400062561035,470
13996.32242322,Normal,-0.22668480319597867,15.755000114440918,472
13996.619385545,Normal,-0.35174564673923087,16.131999969482422,475
13996.819133418,Normal,-0.5394784518402914,23.618000030517578,477
13997.02597511,Normal,-0.5716957232654454,18.263999938964844,479
13997.322502711,Normal,-0.799910620007017,16.722000122070312,482
13997.521751383,Normal,-0.9922015924196096,14.99899959564209,484
13997.83980587,Normal,-1.089492083495785,17.884000778198242,487
13998.128474374,Normal,-1.0358426521436541,17.466999053955078,490
13998.336245445,Normal,-1.058513108090773,27.839000701904297,492
13998.533261822,Normal,-0.985955881365896,16.715999603271484,494
13998.733518455,Normal,-0.9688364155005766,32.33599853515625,496
13999.022211088,Normal,-0.9872831407453487,28.381000518798828,499
13999.232264887,Normal,-0.9375425323685269,19.017000198364258,501
13999.42156811,Normal,-0.8504663426614812,26.854000091552734,503
13999.627320138,Normal,-0.9681740545996896,26.173999786376953,505
13999.92080808,Normal,-0.7088645850936575,17.518999099731445,508
14000.220620249,Normal,-0.628028661766321,19.400999069213867,511
14000.431889451,Normal,-0.42180682782525025,16.926000595092773,513
14000.630748292,Normal,-0.3766974913640914,18.624000549316406,515
14000.924927117,Normal,-0.23084626919229295,16.923999786376953,518
14001.121480582,Normal,-0.18296447742663163,21.08799934387207,520
14001.331945793,Normal,-0.3120208326378234,18.031999588012695,522
14001.530095153,Normal,-0.5083404371088313,17.95199966430664,524
14001.829100971,Normal,-0.18527007313649121,19.48699951171875,527
14002.0303598,Normal,-0.17835358140503152,17.062000274658203,529
14002.230262782,Normal,-0.22116283593768296,17.891000747680664,531
14002.535540881,Normal,-0.5509382905553027,16.452999114990234,534
14002.729112006,Normal,-0.5093888495049713,18.770999908447266,536
14003.028876419,Normal,-0.19742846805868264,17.575000762939453,539
14003.221033946,Normal,-0.18592471594707458,19.90999984741211,541
14003.52535113,Normal,-0.18573368030596818,17.264999389648438,544
14003.72998374,Normal,-0.3367625276066201,18.082000732421875,546
14003.930371302,Normal,-0.44327192557165157,28.172000885009766,548
14004.124083785,Normal,-0.22855415113272282,18.06100082397461,550
14004.320983373,Normal,-0.1680029761641151,19.03499984741211,552
14004.630059463,Normal,-0.09660745312862977,19.77199935913086,555
14004.838698635,Normal,-0.21694699813548868,18.840999603271484,557
14005.130192634,Normal,-0.442162865921597,18.378000259399414,560
14005.426395031,Normal,-0.26293725487271746,18.341999053955078,563
14005.625853833,Normal,-0.4361524962670745,22.90999984741211,565
14005.839864312,Normal,-0.5660830327787596,20.724000930786133,567
14006.027638552,Normal,-0.22225210910135101,16.481000900268555,569
14006.325056526,Normal,-0.20776188293332618,17.69300079345703,572
14006.524677979,Normal,-0.09741663102366012,22.517000198364258,574
14006.725848583,Normal,-0.33334816633664127,18.610000610351562,576
14007.043378092,Normal,-0.5339672274587675,24.40999984741211,579
14007.234083479,Normal,-0.6020298995897141,17.791000366210938,581
14007.523819023,Normal,-0.6604013930936234,39.63600158691406,584
14007.835717092,Normal,-0.8217359673277108,25.319000244140625,587
14008.020616054,Normal,-0.9426054317687745,18.839000701904297,589
14008.237835137,Normal,-0.8545232588993718,16.849000930786133,591
14008.536009153,Normal,-0.9265165945626646,24.895000457763672,594
14008.72681978,Normal,-0.9034827059772642,18.39900016784668,596
14008.920973563,Normal,-0.7523250627222198,24.625,598
14009.121921655,Normal,-1.0429884946632861,20.268999099731445,600
14009.325789493,Normal,-0.9274826143923114,21.277999877929688,602
14009.528684073,Normal,-0.859169948264018,23.18600082397461,604
14009.825951094,Normal,-0.8849028195231411,21.482999801635742,607
14010.031768205,Normal,-0.6881685839966816,22.889999389648438,609
14010.329649179,Normal,-0.708940759161158,21.378999710083008,612
14010.619869824,Normal,-0.5280274614070736,22.892000198364258,615
14010.826255743,Normal,-0.3264965543462887,23.606000900268555,617
14011.017987742,Normal,-0.316796464626739,22.198999404907227,619
14011.222072561,Normal,-0.409480158249456,14.321999549865723,621
14011.535721806,Normal,-0.30792369184588464,15.095000267028809,624
14011.835584229,Normal,-0.45062734049323067,24.599000930786133,627
14012.021731357,Normal,-0.3749893331816258,23.75200080871582,629
14012.335435509,Normal,-0.17803651310896867,17.010000228881836,632
14012.642718071,Normal,-0.4320474510976779,25.152999877929688,635
14012.827357813,Normal,-0.5431703231952197,21.711000442504883,637
14013.028224385,Normal,-0.49632650543770324,22.35099983215332,639
14013.220991504,Normal,-0.22763567382991876,19.041000366210938,641
14013.527114071,Normal,-0.21415881957089794,19.408000946044922,644
14013.725578384,Normal,-0.37562348169410353,18.44099998474121,646
14013.925699294,Normal,-0.40063200071886607,18.121000289916992,648
14014.229831739,Normal,-0.41484937025383123,26.208999633789062,651
14014.530311319,Normal,-0.2811921051523309,27.3799991607666,654
14014.738654609,Normal,-0.2025660386145707,19.072999954223633,656
14015.029160561,Normal,-0.1993238570768691,19.733999252319336,659
14015.229476504,Normal,-0.23623928547132256,18.261999130249023,661
14015.422233284,Normal,-0.3883104428160526,28.402000427246094,663
14015.625902264,Normal,-0.21824069281414937,27.17099952697754,665
14015.93043959,Normal,-0.21931712199461093,28.483999252319336,668
14016.119803084,Normal,-0.6412019962539095,18.985000610351562,670
14016.321130479,Normal,-0.6282579088240743,19.433000564575195,672
14016.628439955,Normal,-0.438782406210645,18.21500015258789,675
14016.829292449,Normal,-0.6673080248281136,17.788999557495117,677
14017.128025577,Normal,-0.48724737043928823,25.01099967956543,680
14017.329668982,Normal,-0.5918454190073636,24.051000595092773,682
14017.530030706,Normal,-0.6349881888665305,16.320999145507812,684
14017.828832952,Normal,-0.8312406390450341,22.216999053955078,687
14018.027179014,Normal,-0.8501294019147966,16.816999435424805,689
14018.333300587,Normal,-0.6806327938029463,23.708999633789062,692
14018.619039391,Normal,-0.648249951793284,15.184000015258789,695
14018.824048833,Normal,-0.7416906363167862,15.498000144958496,697
14019.154706643,Normal,-0.9178589216214019,15.63700008392334,700
14019.430438127,Normal,0.856806279155331,13.619000434875488,703
14019.619029229,Normal,0.8577208170494677,14.39900016784668,705
14019.924778152,Normal,1.0500761877121134,15.267000198364258,708
14020.123501745,Normal,0.961832105931174,14.395999908447266,710
14020.32265474,Normal,0.9056643970036566,15.979000091552734,712
14020.630570768,Normal,0.6563368037829383,31.472999572753906,715
14020.825089516,Normal,0.5291323085958723,21.402999877929688,717
14021.128525263,Normal,0.3218229326819378,21.933000564575195,720
14021.431394393,Normal,0.6082104898799457,14.609000205993652,723
14021.622947976,Normal,0.5128284313491219,18.257999420166016,725
14021.923221857,Normal,0.4034178974710991,14.479000091552734,728
14022.224402412,Normal,0.4807795752733274,14.418000221252441,731
14022.42939406,Normal,0.2611991577321801,14.864999771118164,733
14022.719117615,Normal,0.06574191965557374,15.684000015258789,736
14022.930935672,Normal,0.23744683615496068,15.656000137329102,738
14023.130212594,Normal,0.5151465810815409,14.767000198364258,740
14023.323608261,Normal,0.19106281689538665,16.886999130249023,742
14023.521213023,Normal,0.43475050316244657,14.99899959564209,744
14023.82028018,Normal,0.4249482321412799,15.927000045776367,747
14024.025601997,Normal,0.5093623464686018,16.947999954223633,749
14024.325530103,Normal,0.5031600143095645,15.397000312805176,752
14024.52646059,Normal,0.2746506872374426,16.24799919128418,754
14024.721277485,Normal,0.15448624534242336,15.241000175476074,756
14025.025629777,Normal,0.1278827588066484,14.958999633789062,759
14025.22256457,Normal,0.20700241544484455,15.467000007629395,761
14025.427259767,Normal,0.5192696794537494,15.855999946594238,763
