ts,state,center_offset,res_t,instance
22578.626043219,Normal,-1.5242391544636293,22.2549991607666,232
22578.823247628,Normal,-1.5242391544636293,22.35700035095215,234
22579.129764734,Normal,-1.505369389884091,19.92799949645996,237
22579.433572994,Normal,-1.261,24.297000885009766,240
22579.729754501,Normal,-0.9368484402506071,19.52199935913086,243
22579.932647901,Normal,-1.069431624742788,21.268999099731445,245
22580.226878708,Normal,-0.9522100608584203,29.89699935913086,248
22580.429673935,Normal,-0.9204330502540692,19.985000610351562,250
22580.729595671,Normal,-0.9324205059950172,19.292999267578125,253
22581.037081323,Normal,-1.0005623418858058,27.80699920654297,256
22581.22957848,Normal,-0.8912665145735024,19.420000076293945,258
22581.435246908,Normal,-0.7354352452799618,28.98200035095215,260
22581.635103021,Normal,-0.6511482166143129,17.8799991607666,262
22581.928906231,Normal,-0.5571355310873664,25.16900062561035,265
22582.223070028,Normal,-0.4585368033211718,22.40399932861328,268
22582.418796096,Normal,-0.14102836594103382,15.847000122070312,270
22582.619459004,Normal,-0.22179495034829272,21.06800079345703,272
22582.82510458,Normal,-0.3447100230628651,23.225000381469727,274
22583.028244568,Normal,-0.3516503945682421,21.447999954223633,276
22583.226535535,Normal,-0.5448825561531602,14.586000442504883,278
22583.418257543,Normal,-0.9247961937637934,22.239999771118164,280
22583.624343861,Normal,-0.9806375477208703,18.27400016784668,282
22583.826886002,Normal,-1.0808681695748052,20.07900047302246,284
22584.034487565,Normal,-1.22095577315478,21.822999954223633,286
22584.233566339,Normal,-1.3149619766365914,18.215999603271484,288
22584.534549353,Normal,-1.5202647795696667,29.107999801635742,291
22584.732290375,Normal,-1.6608798872886599,28.41699981689453,293
22585.030589252,Normal,-1.745309428153065,26.18000030517578,296
22585.244377323,Normal,-1.7952818720189911,25.038000106811523,298
22585.532418147,Normal,-1.8601196198094345,23.45599937438965,301
22585.820796544,Normal,-2.0016817928931645,22.458999633789062,304
22586.024326748,Normal,-2.225482644281909,14.135000228881836,306
22586.224040108,Normal,-2.4656984811610645,13.640000343322754,308
22586.424022929,Normal,-2.604248836036986,21.101999282836914,310
22586.627102789,Normal,-2.784297757065506,20.46500015258789,312
22586.935346184,Normal,-2.6950890523320377,22.635000228881836,315
22587.121699587,Normal,-2.4334775528038066,16.172000885009766,317
22587.328487144,Normal,-1.9194960276072457,23.4950008392334,319
22587.534884584,Normal,-1.413414659609838,24.111000061035156,321
22587.830441161,Normal,-0.7143850502355148,24.715999603271484,324
22588.040308575,Normal,0.4319039245017345,24.483999252319336,326
22588.336755595,Normal,0.8900140448330043,16.121000289916992,329
22588.632726819,Normal,1.2575444326146143,19.764999389648438,332
22588.827330536,Normal,1.3487067880010075,25.07200050354004,334
22589.019558036,Normal,1.2166585387856368,25.65399932861328,336
22589.331454802,Normal,0.955062825158639,26.177000045776367,339
22589.538718549,Normal,0.07144928271158288,28.90999984741211,341
22589.834862805,Normal,-0.7688185741772855,36.04399871826172,344
22590.030547535,Normal,-1.3023828162257025,43.64799880981445,346
22590.235570335,Normal,-1.683000297088506,46.856998443603516,348
22590.520573383,Normal,-1.867177549136659,17.36400032043457,351
22590.72932028,Normal,-1.957437355319451,23.165000915527344,353
22590.924552411,Normal,-1.8991245351477133,16.958999633789062,355
22591.129171187,Normal,-1.445592266166359,22.788999557495117,357
22591.428231276,Normal,-0.7768841612492857,19.93899917602539,360
22591.619202028,Normal,0.2834254752135033,19.326000213623047,362
22591.840358347,Normal,0.94375632448212,24.458999633789062,364
22592.139660512,Normal,2.2444547221986872,27.917999267578125,367
22592.331802115,Normal,3.3113660323195937,27.066999435424805,369
22592.533648185,Normal,4.078621580877541,35.983001708984375,371
22592.732474745,Normal,4.6059554926203985,33.698001861572266,373
22592.931265532,Normal,5.205192023355143,22.73900032043457,375
22593.130347232,Normal,5.738254264146894,18.43199920654297,377
22593.325303441,Normal,6.351621682688603,21.854999542236328,379
22593.534178355,Normal,6.861357372998434,21.54199981689453,381
22593.831519853,Normal,7.305608051353427,21.027000427246094,384
22594.120658538,Normal,7.583580223087244,13.923999786376953,387
22594.328041117,Normal,7.432280538300471,12.638999938964844,389
22594.530797033,Normal,7.083473229991061,18.886999130249023,391
22594.732451774,Normal,6.1779266748643105,22.02899932861328,393
22594.950282695,Normal,5.291011434499083,28.551000595092773,395
22595.131639525,Normal,3.915492561607033,15.770000457763672,397
22595.334306208,Normal,2.713190372974228,39.64099884033203,399
22595.535224283,Normal,0.9285865603162664,17.16900062561035,401
22595.749798844,Normal,-0.5105800622821052,18.757999420166016,403
22595.930472152,Normal,-2.3428192418537095,33.2859992980957,405
22596.137860096,Normal,-3.6632676669880415,17.506000518798828,407
22596.339858504,Normal,-5.491355388244329,29.363000869750977,409
22596.545055883,Normal,-6.696767951780924,23.333999633789062,411
22596.743993261,Normal,-8.068687253822645,29.115999221801758,413
22596.935633503,Normal,-8.795195165543516,28.360000610351562,415
22597.144944274,Normal,-9.496804989047632,19.724000930786133,417
22597.349996216,Normal,-9.782718896094279,42.944000244140625,419
22597.530984138,Normal,-9.709167317540679,29.132999420166016,421
22597.841202772,Normal,-9.196327092921395,19.45599937438965,424
22598.140568269,Normal,-7.789325837323793,28.493999481201172,427
22598.339954296,Normal,-6.277296392556266,21.94099998474121,429
22598.533361343,Normal,-5.119274655651916,49.58300018310547,431
22598.758135766,Normal,3.0458694981893095,46.558998107910156,433
22599.03489992,Normal,0.8993025075023428,47.915000915527344,436
22599.245756286,Normal,1.5122146011727269,50.58100128173828,438
