ts,state,center_offset,res_t,instance
3373.621652976,Normal,-1.5242391544636293,20.08799934387207,307
3373.907291849,Normal,-1.525818141195077,18.780000686645508,310
3374.113671936,Normal,-1.4466184707793552,20.256999969482422,312
3374.311735809,Normal,-1.2139295696209067,23.13800048828125,314
3374.502734427,Normal,-1.0224539109417086,22.902999877929688,316
3374.701127459,Normal,-0.9888356789679463,21.729999542236328,318
3374.926485099,Normal,-1.002808556006579,21.499000549316406,320
3375.194178803,Normal,-0.9581883948368357,21.235000610351562,323
3375.419514818,Normal,-1.0088770985605755,28.354000091552734,325
3375.632233254,Normal,-0.9575604419565414,31.069000244140625,327
3375.925357707,Normal,-0.9252615846343136,20.02899932861328,330
3376.207740181,Normal,-0.8656124999097479,27.965999603271484,333
3376.403672229,Normal,-0.7504731840645577,20.114999771118164,335
3376.623690241,Normal,-0.7688231266032526,27.23699951171875,337
3376.819494047,Normal,-0.6149211331544927,17.600000381469727,339
3377.109457013,Normal,-0.5923014435234812,23.13599967956543,342
3377.31764364,Normal,-0.5890848835269835,23.947999954223633,344
3377.611510952,Normal,-0.5124031615827459,23.51300048828125,347
3377.811365128,Normal,-0.4251705540133332,15.543999671936035,349
3378.114657218,Normal,-0.44028286362292385,15.019000053405762,352
3378.40705498,Normal,-0.6842316859076313,22.981000900268555,355
3378.615431517,Normal,-1.1069399261025865,22.63800048828125,357
3378.903698814,Normal,-1.3556345377718888,15.800999641418457,360
3379.217419236,Normal,-1.6407620180879374,23.121999740600586,363
3379.399272794,Normal,-1.6850145399966123,21.833999633789062,365
3379.62015405,Normal,-1.6782764968860198,19.645999908447266,367
3379.903837455,Normal,-1.7924778938664725,24.320999145507812,370
3380.100024016,Normal,-1.733927622480244,23.683000564575195,372
3380.407348379,Normal,-1.6846141991565906,17.006000518798828,375
3380.601668623,Normal,-1.5049149477628312,16.73699951171875,377
3380.80810554,Normal,-1.446743239140933,25.472999572753906,379
3381.005972206,Normal,-1.2826254324626447,17.285999298095703,381
3381.21725158,Normal,-1.059494690878625,17.607999801635742,383
3381.414182135,Normal,-0.8737345134536014,17.774999618530273,385
3381.614753038,Normal,-0.5569003501525236,23.57699966430664,387
3381.807746437,Normal,-0.4101280287910146,25.972999572753906,389
3382.016282124,Normal,0.3892788203845679,18.56999969482422,391
3382.204119005,Normal,0.5266735231621196,25.833999633789062,393
3382.414847127,Normal,0.573464035489587,27.75,395
3382.61321811,Normal,0.543901645520589,19.905000686645508,397
3382.828105591,Normal,0.6772680414725069,21.111000061035156,399
3383.111580759,Normal,0.7897524928735628,23.832000732421875,402
3383.326103333,Normal,0.7583488643098264,16.417999267578125,404
3383.614912086,Normal,0.6348330489191603,17.469999313354492,407
3383.803905608,Normal,0.5619653014199356,25.85700035095215,409
3384.015255664,Normal,0.5045810143079145,21.332000732421875,411
3384.196182649,Normal,0.5548116797616991,24.655000686645508,413
3384.42288651,Normal,0.39950594488692626,26.097000122070312,415
3384.718233439,Normal,0.3352924096963736,29.191999435424805,418
3384.897454591,Normal,0.24750959577357864,24.27199935913086,420
3385.211908267,Normal,0.34438350715445054,27.131999969482422,423
3385.396144439,Normal,0.37720021208901827,26.38800048828125,425
3385.615263548,Normal,0.420918044279405,25.038999557495117,427
3385.796812829,Normal,0.24925689559167674,16.774999618530273,429
3386.021533906,Normal,-0.20400245096566827,17.641000747680664,431
3386.302115357,Normal,-0.015620499351813522,26.200000762939453,434
3386.512810537,Normal,-0.20567936211491714,17.302000045776367,436
3386.821001162,Normal,-0.3568094729684174,26.035999298095703,439
3387.106328603,Normal,-0.09128526715741021,25.458999633789062,442
3387.313041067,Normal,-0.1663550420035379,25.493000030517578,444
3387.609778688,Normal,-0.2534324367558325,17.913000106811523,447
3387.807951219,Normal,-0.31161675179618037,24.461999893188477,449
3388.002821555,Normal,-0.433866338864864,24.920000076293945,451
3388.204166807,Normal,-0.3310135948869719,23.833999633789062,453
3388.412755948,Normal,-0.43833890997720215,25.94099998474121,455
3388.622104857,Normal,-0.6728930078400266,25.999000549316406,457
3388.804890376,Normal,-0.9628795355598765,25.97800064086914,459
3388.996898963,Normal,-0.9975730549689101,27.790000915527344,461
3389.217291464,Normal,-1.2872272526636444,24.075000762939453,463
3389.41493635,Normal,-1.3456288492745692,25.517000198364258,465
3389.600610798,Normal,-1.5014512979114572,28.30299949645996,467
3389.820911695,Normal,-1.5902531245056544,26.360000610351562,469
3390.007927942,Normal,-1.6543714818625201,24.479999542236328,471
3390.20996471,Normal,-1.7200805213710229,16.739999771118164,473
3390.411356626,Normal,-1.6348042696298521,21.340999603271484,475
3390.619819937,Normal,-1.7348213164473198,25.851999282836914,477
3390.816942853,Normal,-1.7504696512650528,19.468000411987305,479
3391.123623187,Normal,-1.4871708039092173,26.650999069213867,482
3391.416865298,Normal,-1.3279506767948914,25.88800048828125,485
3391.612633716,Normal,-1.0387877550298699,26.56999969482422,487
3391.807148142,Normal,-0.7435892683464455,24.86199951171875,489
3392.025689571,Normal,-0.5825572933197258,21.809999465942383,491
3392.320767438,Normal,0.3755422745843691,16.54400062561035,494
3392.604390042,Normal,0.5367168713577047,14.744000434875488,497
3392.811720524,Normal,0.5574746631013794,24.06800079345703,499
3393.012099838,Normal,0.6795770743631653,17.316999435424805,501
3393.210309792,Normal,0.8168384173139734,22.649999618530273,503
3393.409341838,Normal,0.710006337999881,23.974000930786133,505
3393.6155249,Normal,0.6557880755244083,17.2810001373291,507
3393.793947067,Normal,0.7548470043657844,26.774999618530273,509
3394.016186285,Normal,0.7069688819177242,31.27199935913086,511
3394.222315749,Normal,0.7184434563693913,22.275999069213867,513
3394.428212676,Normal,0.4925494898992391,34.73400115966797,515
3394.706198287,Normal,0.34184353145847113,27.264999389648438,518
3394.907873932,Normal,0.2639734835168112,18.68899917602539,520
3395.194079902,Normal,0.3184415173936948,20.163999557495117,523
3395.419790499,Normal,0.4298802158741426,42.86199951171875,525
3395.600985603,Normal,-0.4771771159642928,19.64299964904785,527
3395.815415888,Normal,0.1298768647604336,20.708999633789062,529
3396.015056338,Normal,-0.3124051856163723,18.94300079345703,531
3396.229275221,Normal,-0.09895453501482415,18.04400062561035,533
3396.428349071,Normal,-0.08168843247363683,19.160999298095703,535
3396.70395245,Normal,-0.1347182244538604,19.332000732421875,538
3396.924169238,Normal,-0.14294054708164736,30.174999237060547,540
3397.228284909,Normal,-0.38981662355523006,21.481000900268555,543
3397.504575901,Normal,-0.4501610822805548,20.243000030517578,546
3397.709575789,Normal,-0.674633233690719,27.58799934387207,548
3398.00752514,Normal,-0.6420918937348483,28.461999893188477,551
3398.219907487,Normal,-0.5706224671356737,28.909000396728516,553
3398.514084138,Normal,-0.5488624600025074,26.073999404907227,556
3398.80086939,Normal,-0.5483885483851716,18.61199951171875,559
3399.009460943,Normal,-0.6679558368634828,25.3439998626709,561
3399.316371967,Normal,-0.8570093348383078,25.18600082397461,564
3399.613194567,Normal,-1.1531105757905475,16.65399932861328,567
3399.8044695,Normal,-1.2831850996641174,23.100000381469727,569
3399.991089869,Normal,-1.1223586770725271,24.15399932861328,571
3400.206628611,Normal,-1.1877327140396507,15.49899959564209,573
3400.40641668,Normal,-1.2893967581780206,21.94499969482422,575
3400.605451082,Normal,-1.4559412762882953,16.05500030517578,577
3400.82579093,Normal,-1.519656869164875,16.12700080871582,579
3401.10380278,Normal,1.4999393321064751,23.326000213623047,582
3401.30759377,Normal,1.6206248794832199,16.770999908447266,584
3401.612756125,Normal,1.5503822109402587,28.222999572753906,587
3401.792788913,Normal,1.309818689742973,24.659000396728516,589
3402.010342296,Normal,1.1807124967577838,34.58399963378906,591
3402.207645304,Normal,0.8463480371572928,15.631999969482422,593
3402.416101618,Normal,0.4144514446832091,22.952999114990234,595
3402.615146649,Normal,0.5424435454496634,16.493000030517578,597
3402.916642847,Normal,0.6167154935624746,15.440999984741211,600
3403.223647519,Normal,0.7152873548441921,17.121000289916992,603
3403.519963879,Normal,0.8360143539437563,25.19099998474121,606
3403.714873488,Normal,0.8760005707760683,17.56100082397461,608
3404.000723011,Normal,0.9799311200283431,23.7450008392334,611
3404.220068187,Normal,0.9074827822058097,22.266000747680664,613
3404.416401077,Normal,0.7442613788179495,17.118999481201172,615
3404.715139198,Normal,0.6937528378320311,15.727999687194824,618
3404.900145692,Normal,0.6536007955931548,17.375,620
3405.204248077,Normal,0.5975257316634996,18.898000717163086,623
3405.38695508,Normal,0.5013790980884585,17.34600067138672,625
3405.601241836,Normal,0.31612813857675115,20.844999313354492,627
3405.804207278,Normal,0.33318163214679475,23.667999267578125,629
3406.013441373,Normal,0.34452285845789665,18.18600082397461,631
3406.217078641,Normal,0.2928497908484818,23.86400032043457,633
3406.403349433,Normal,0.21954498400100106,20.177000045776367,635
3406.604220944,Normal,0.24006665740997904,24.457000732421875,637
3406.913793982,Normal,0.42314300183271386,23.231000900268555,640
3407.258865683,Normal,0.23518715951344044,26.201000213623047,643
3407.505904506,Normal,0.1969771560359244,24.39900016784668,646
3407.706015485,Normal,0.4698819000557458,27.36400032043457,648
3408.001699292,Normal,0.47950495305053686,19.259000778198242,651
3408.196190005,Normal,0.35525906040522065,17.82200050354004,653
3408.411707482,Normal,0.1081665382639159,17.892000198364258,655
3408.601195605,Normal,0.3352014319778501,26.617000579833984,657
3408.919552738,Normal,0.3712142238654141,24.166000366210938,660
3409.226602961,Normal,0.35874503480884357,27.540000915527344,663
3409.525253153,Normal,0.7015988882545378,25.85099983215332,666
3409.704116013,Normal,0.9293018885163217,24.28700065612793,668
3410.019801735,Normal,1.0904035950050788,24.509000778198242,671
3410.314178224,Normal,1.3925358164155037,17.172000885009766,674
3410.50470592,Normal,1.6241459294041247,25.197999954223633,676
3410.811290712,Normal,1.800764559846735,24.466999053955078,679
3411.015996764,Normal,1.8328344169618807,22.979999542236328,681
3411.20133246,Normal,1.7343038949388312,26.023000717163086,683
3411.393327092,Normal,1.9099994764397223,22.96299934387207,685
3411.633942786,Normal,-1.580178787352868,39.86899948120117,687
3411.920808162,Normal,-1.494123154227925,27.593000411987305,690
3412.112501759,Normal,-1.4843133092443739,30.635000228881836,692
3412.408877055,Normal,-1.0335260035432106,24.9060001373291,695
3412.589469599,Normal,-0.9713928144679739,25.231000900268555,697
3412.814227081,Normal,-0.8878473967974443,26.378999710083008,699
3413.019056755,Normal,-0.5427605365167963,19.381000518798828,701
3413.225858011,Normal,-0.27302930245671714,30.440000534057617,703
3413.501959398,Normal,0.5572539815918717,29.110000610351562,706
3413.720859987,Normal,0.7006083071160347,28.010000228881836,708
3414.025037786,Normal,0.9539696011928291,36.31700134277344,711
3414.317185281,Normal,1.132397456726213,20.906999588012695,714
3414.503832996,Normal,1.1445287239733255,18.367000579833984,716
3414.841460384,Normal,1.1455151679484639,31.604999542236328,719
3415.115750106,Normal,1.0911690978029003,21.57200050354004,722
3415.315213378,Normal,0.9698190552881504,33.54100036621094,724
3415.633008645,Normal,0.7660104437930387,29.72100067138672,727
3415.912352025,Normal,0.808061878818695,29.875999450683594,730
3416.126060894,Normal,0.4566366170161999,30.7549991607666,732
3416.411904976,Normal,0.28376927247325956,20.599000930786133,735
3416.61285487,Normal,0.14313629868066619,32.47200012207031,737
3416.811564417,Normal,2.366976974961945,21.43899917602539,739
3417.015231334,Normal,2.091587913524077,31.895000457763672,741
3417.226905038,Normal,0.29719522203427146,29.756000518798828,743
3417.526026916,Normal,0.5652123494758408,30.517000198364258,746
3417.730083019,Normal,-0.27636569975306313,29.281999588012695,748
3418.005940151,Normal,-0.18080099557247806,30.417999267578125,751
3418.202653806,Normal,-0.19836582366929836,30.132999420166016,753
3418.421144814,Normal,-0.1824280680158571,28.94499969482422,755
3418.716638879,Normal,-0.3866186751826644,27.507999420166016,758
3418.906639644,Normal,-0.5359776114727183,21.02899932861328,760
3419.209010484,Normal,-0.367763510968668,25.437999725341797,763
3419.414049119,Normal,-0.252352927464689,26.16900062561035,765
3419.698870959,Normal,-0.24932909978580312,23.86400032043457,768
3420.001484084,Normal,-0.3945085550403162,16.33300018310547,771
3420.200343529,Normal,-0.5353176627013171,15.876999855041504,773
3420.404578852,Normal,-0.6087380388968616,26.97800064086914,775
3420.586888527,Normal,-0.7659144860883601,17.448999404907227,777
3420.792948913,Normal,-0.9918598691347448,18.089000701904297,779
3421.002136022,Normal,-1.291791391827648,24.40399932861328,781
3421.310689987,Normal,-1.52665516735116,26.375999450683594,784
3421.513031014,Normal,-1.6498657521143916,23.5310001373291,786
3421.713385706,Normal,-1.7743922903349192,23.57200050354004,788
3421.903891699,Normal,-1.749200102904177,24.41900062561035,790
3422.110700172,Normal,-1.7301829383044964,25.20599937438965,792
3422.312248982,Normal,-1.6741117047556882,24.690000534057617,794
3422.503518891,Normal,-1.6829272117355523,25.19099998474121,796
3422.713822421,Normal,-1.594162162391268,24.98200035095215,798
3422.894673873,Normal,-1.420452040725062,17.343000411987305,800
3423.10685207,Normal,-1.445124908096183,24.44499969482422,802
3423.319767638,Normal,-1.1383202537071873,25.32200050354004,804
3423.616665468,Normal,-0.7706581602760026,17.20400047302246,807
3423.895882034,Normal,-0.393005089025576,16.381000518798828,810
3424.11606503,Normal,0.03832753579346974,22.709999084472656,812
3424.394102059,Normal,0.3390943821416124,24.180999755859375,815
3424.618976271,Normal,0.5116756785308446,25.740999221801758,817
3424.925848537,Normal,0.6433016399792558,22.680999755859375,820
3425.202868353,Normal,0.6874547257819942,23.7549991607666,823
3425.410185055,Normal,0.7237748268626103,23.652000427246094,825
3425.688986059,Normal,0.8054321821233569,16.899999618530273,828
3425.910300566,Normal,0.7543851801301504,22.5939998626709,830
3426.199897126,Normal,0.521771022575999,17.520999908447266,833
3426.50686065,Normal,0.5203114451941283,24.045000076293945,836
3426.713267652,Normal,0.3449420241141992,25.069000244140625,838
3426.915889147,Normal,0.3727157093549944,16.559999465942383,840
3427.213807104,Normal,0.2865745976181422,16.594999313354492,843
3427.401383638,Normal,0.40496913462633166,17.680999755859375,845
3427.706824868,Normal,0.49555625311361046,27.40399932861328,848
3427.902375891,Normal,0.5314329684917933,18.367000579833984,850
3428.109838985,Normal,-0.5700710482036422,23.06800079345703,852
3428.30115003,Normal,0.0299666481275419,18.111000061035156,854
3428.51810555,Normal,-0.16302760502442548,27.78499984741211,856
3428.806728638,Normal,-0.35020565386640995,18.738000869750977,859
3429.011347452,Normal,-0.45067504923170426,16.458999633789062,861
3429.310994077,Normal,-0.520324898500928,27.173999786376953,864
3429.499973436,Normal,-0.43423150507534547,27.381000518798828,866
3429.707742145,Normal,-0.4267551991481757,19.03700065612793,868
3429.919751073,Normal,-0.15728954192825748,26.054000854492188,870
3430.097653733,Normal,-0.174668256990218,20.590999603271484,872
3430.30671914,Normal,-0.5765145271369978,19.780000686645508,874
3430.510196492,Normal,-0.5466936985186458,24.780000686645508,876
3430.71030783,Normal,-0.5441801172406078,24.340999603271484,878
3430.910435171,Normal,-0.9204922596089592,18.42099952697754,880
3431.105765313,Normal,-0.9686180877931226,23.555999755859375,882
3431.3999341,Normal,-1.2543783320832722,22.839000701904297,885
3431.616744373,Normal,-1.4239417122902187,29.913999557495117,887
3431.796659749,Normal,-1.5758734086213886,17.822999954223633,889
3432.102942935,Normal,-1.620904994131366,36.387001037597656,892
3432.317980596,Normal,-1.7277537440271993,19.63800048828125,894
3432.599961759,Normal,-1.6673248033901433,15.909000396728516,897
3432.896746935,Normal,-1.815857097901701,16.83799934387207,900
3433.109736368,Normal,-1.6200336416260002,23.23200035095215,902
3433.313763121,Normal,-1.4911472093659994,25.447999954223633,904
3433.509012764,Normal,-1.340388749579765,24.547000885009766,906
3433.705528701,Normal,-1.048748778306797,23.951000213623047,908
3433.902936639,Normal,-0.7533929917380416,25.03499984741211,910
3434.102419579,Normal,-0.42412380268030514,16.416000366210938,912
3434.319143293,Normal,-0.2751817581163433,16.191999435424805,914
3434.505677882,Normal,0.2346103152037448,23.687999725341797,916
3434.695482438,Normal,0.5946301371440897,16.076000213623047,918
3435.114742793,Normal,0.5269326332653921,15.277000427246094,922
3435.306194335,Normal,0.7049489343207751,19.378000259399414,924
3435.501855714,Normal,0.7545760399058528,23.889999389648438,926
3435.70431325,Normal,0.7090197458463388,32.77199935913086,928
3435.91037478,Normal,0.6478965966880784,25.267000198364258,930
3436.216070023,Normal,0.5951310779987825,26.604999542236328,933
3436.514993257,Normal,0.5747764782939546,16.82699966430664,936
3436.704566713,Normal,0.45629486080822684,26.7189998626709,938
