ts,state,center_offset,res_t,instance
9491.597671268,Normal,-1.5242391544636293,279.64898681640625,463
9492.12696261,Normal,-1.1020803056039044,262.52899169921875,468
9492.748931386,Normal,-0.9996484382021534,298.6199951171875,474
9494.163468902,Normal,-0.9686284117245371,388.5710144042969,482
9495.729439462,Normal,-0.5081899251264238,511.56201171875,497
9497.483256424,Normal,0.875206261403562,833.364990234375,516
9500.110615484,Normal,3.684613683956564,1010.4190063476562,535
9502.581552919,Normal,0.8228760538501533,1700.7330322265625,568
9503.409792236,Normal,-21.581086835467758,333.1050109863281,581
9503.836287266,Normal,22.42304943579262,202.49600219726562,586
9504.317024541,Normal,22.423082236838,299.0920104980469,592
9504.659333955,Normal,-22.423102573016067,127.44400024414062,595
9505.020094942,Normal,-22.423102573016067,111.44499969482422,599
9505.376031804,Normal,-22.423069392926557,99.0530014038086,603
9505.725946006,Normal,-22.423069392926557,116.86900329589844,606
9506.080688761,Normal,-22.423069392926557,111.36100006103516,610
9506.438021801,Normal,-22.423036391175923,111.9020004272461,613
9506.779061674,Normal,-22.423036391175923,100.4990005493164,617
9507.110455739,Normal,-22.423036391175923,99.84600067138672,620
9507.462078917,Normal,-22.42300356776495,108.4000015258789,624
9507.817937743,Normal,-22.42300356776495,101.59600067138672,627
9508.153828587,Normal,-22.42300356776495,102.0459976196289,630
9508.50889699,Normal,-22.422970922694425,101.2020034790039,634
9508.862333853,Normal,-22.422970922694425,111.70600128173828,637
9509.223146784,Normal,-22.422970922694425,116.6449966430664,641
9509.565120071,Normal,-22.422970922694425,109.2509994506836,645
9509.923050939,Normal,-22.422938455965127,108.53099822998047,648
9510.279517558,Normal,-22.422938455965127,108.78099822998047,652
9510.640230316,Normal,-22.422938455965127,113.40299987792969,655
9511.012874833,Normal,-22.422938455965127,105.96299743652344,659
9511.411410266,Normal,-22.422922289478677,108.7030029296875,663
9511.839429937,Normal,-22.422922289478677,126.71700286865234,667
9512.268255224,Normal,-22.422922289478677,143.10000610351562,671
9512.690892174,Normal,-22.422890090262666,140.7550048828125,676
9513.139398321,Normal,-22.422890090262666,134.81100463867188,680
9513.574944749,Normal,-22.42285806938981,143.40199279785156,684
9513.990232807,Normal,-22.42285806938981,138.77699279785156,689
9514.295098375,Normal,-22.42285806938981,139.23899841308594,692
9514.686537235,Normal,-22.42282622686087,128.76600646972656,696
9515.045693128,Normal,-22.42282622686087,124.80899810791016,699
9515.414932009,Normal,-22.42282622686087,110.16000366210938,703
9515.726360124,Normal,-22.42282622686087,83.63099670410156,706
9516.06296209,Normal,-22.42279456267661,100.33799743652344,710
9516.403302948,Normal,-22.42279456267661,108.33599853515625,713
9516.748935231,Normal,-22.42279456267661,113.24199676513672,716
9517.082100047,Normal,-22.42279456267661,104.69200134277344,720
9517.426745633,Normal,-22.422763076837782,98.34400177001953,723
9517.776155776,Normal,-22.422763076837782,112.81700134277344,727
9518.14185132,Normal,-22.422763076837782,109.83499908447266,730
9518.492702286,Normal,-22.422731769345138,116.28500366210938,734
